A1N4O8VOJZTDVB,B004A9SDD8,1.52941176471,0.375,0.00970873786408,0.0,0.043,1.0
A2HQWU6HUKIEC7,B004A9SDD8,0.470588235294,0.4,0.0235294117647,0.0,0.048,0
A1SXASF6GYG96I,B004A9SDD8,0.470588235294,0.615757575758,0.0173611111111,0.00347222222222,0.054,0
A2B54P9ZDYH167,B004A9SDD8,0.470588235294,0.407142857143,0.0215053763441,0.00537634408602,0.041,0.75
AFOFZDTX5UC6D,B004A9SDD8,0.470588235294,0.479861111111,0.00938337801609,0.00670241286863,0.135,1.0
A331GYAT4ESYI3,B004A9SDD8,0.470588235294,0.69,0.0298507462687,0.0,0.032,1.0
A2YEHF8T823TDC,B004A9SDD8,0.470588235294,0.526666666667,0.023569023569,0.00673400673401,0.062,0.75
A3699WHISXX94Z,B004A9SDD8,0.470588235294,0.494444444444,0.0257510729614,0.0,0.045,0
A2BXV49EIES2TB,B004A9SDD8,0.470588235294,0.635714285714,0.0157894736842,0.0,0.039,0.75
A37HM5TMCMHJES,B004A9SDD8,0.470588235294,0.866666666667,0.015503875969,0.0,0.026,0
A1FYZPJLU78R2Y,B004A9SDD8,0.529411764706,0.5,0.801724137931,0.0,0.024,0.5
AV58L39SOERMI,B004A9SDD8,1.52941176471,0.575,0.0115740740741,0.0,0.155,0.5
A31XG60B64OW74,B004A9SDD8,0.470588235294,0.4375,0.0206896551724,0.0,0.028,0.75
A39JZ61LPIVY91,B004A9SDD8,1.52941176471,0.675,0.0168067226891,0.0,0.023,0.5
AIRKROQMCBVG4,B004A9SDD8,0.470588235294,0.308333333333,0.0192307692308,0.0192307692308,0.019,1.0
AELVL0VXR3VFN,B004A9SDD8,0.470588235294,0.45,0.018018018018,0.0,0.023,1.0
A55641MA1CS5F,B004A9SDD8,0.529411764706,0.675,0.0,0.0,0.026,1.0
A39TLD5D8M76M4,B004AFQAUA,2.95161290323,0.466666666667,0.0,0.0,0.097,0
A2XJJKZSEYYW8T,B004AFQAUA,1.04838709677,0.64,0.0,0.0,0.021,0
AJ9JRKE8AADW0,B004AFQAUA,0.0483870967742,0.745833333333,0.030985915493,0.0,0.069,1.0
A3ACPKNYVFJWRY,B004AFQAUA,0.0483870967742,0.538528138528,0.0438247011952,0.0,0.1,1.0
A2ETSATXP9MTZ6,B004AFQAUA,1.04838709677,0.687654320988,0.0252525252525,0.0,0.081,1.0
A3RYB7MYE6C8CB,B004AFQAUA,1.04838709677,0.565986394558,0.0248565965583,0.0057361376673,0.103,0.8
A17YPB3JICRUK2,B004AFQAUA,1.04838709677,0.6,0.0316455696203,0.0,0.035,0.0
A3SZDQ4JQH7T9S,B004AFQAUA,2.95161290323,0.1875,0.0315789473684,0.0,0.089,0.333333333333
A28HK5XEA7B1K1,B004AFQAUA,1.04838709677,0.6,0.025,0.0,0.034,1.0
AAGR17G2JXJLT,B004AFQAUA,2.95161290323,0.85,0.0679611650485,0.0,0.024,0.4
AG6A7QDC8L9R,B004AFQAUA,1.04838709677,0.435,0.120253164557,0.0443037974684,0.029,0
A3S6DO7HX3YVMQ,B004AFQAUA,1.04838709677,0.567676767677,0.023102310231,0.003300330033,0.052,1.0
A1UTFW6LO2I0DR,B004AFQAUA,1.04838709677,0.502698412698,0.0183887915937,0.0,0.205,1.0
