A1KLRMWW2FWPL4,0000031887,0.391304347826,0.716666666667,0.0348837209302,0.0,0,0
A2G5TCU2WDFZ65,0000031887,0.391304347826,0.584814814815,0.00980392156863,0.0,0,0
A1RLQXYNCMWRWN,0000031887,0.391304347826,0.590606060606,0.0160256410256,0.0,0,0
A8U3FAMSJVHS5,0000031887,0.391304347826,0.427296037296,0.0172839506173,0.0,0,0
A3GEOILWLK86XM,0000031887,0.391304347826,0.575,0.12582781457,0.0,0,0
A27UF1MSF3DB2,0000031887,0.608695652174,0.325,0.0133333333333,0.0,0,0
A16GFPNVF4Y816,0000031887,0.391304347826,0.556801994302,0.0209580838323,0.0,0,0
A2M2APVYIB2U6K,0000031887,0.391304347826,0.708,0.0126582278481,0.0,0,0
A1NJ71X3YPQNQ9,0000031887,0.608695652174,0.8,0.0104166666667,0.0,0,0
A3EERSWHAI6SO,0000031887,0.391304347826,0.602857142857,0.0263157894737,0.0206766917293,0.875,0
AX1QE6IR7CHXM,0000031887,0.391304347826,0.541666666667,0.0111111111111,0.0,0,0
A2A2WZYLU528RO,0000031887,0.391304347826,0.56626984127,0.0194444444444,0.00555555555556,0,0
A391EXIT5TFP72,0000031887,0.391304347826,0.443055555556,0.0170454545455,0.0,0,0
A34ATJR9KFIXL9,0000031887,0.391304347826,0.7625,0.0212765957447,0.0,1.0,0
AJ6B83I4YJHYW,0000031887,0.391304347826,0.3,0.0143369175627,0.0,0,0
A26A4KKLAVTMCC,0000031887,1.60869565217,0.492708333333,0.015243902439,0.0030487804878,0,0
A1MXJVYXE2QU6H,0000031887,0.391304347826,0.631666666667,0.0294117647059,0.0220588235294,0,0
A2XJ13PIXVJFJH,0000031887,3.60869565217,0.416666666667,0.121875,0.0,0,0
A287XY94U7JDM8,0000031887,0.391304347826,0.446666666667,0.0238095238095,0.0,0,0
A1JR9KKF6UKUWW,0000031887,0.391304347826,0.0,0.025,0.0,0,0
A2SX7X8QGQVCJU,0000031887,0.391304347826,0.283333333333,0.0215053763441,0.0143369175627,0,0
A2Q6UWR5PBHTJS,0000031887,0.391304347826,0.43,0.0171673819742,0.00858369098712,0,0
AJZPHJR944IBB,0000031887,0.608695652174,0.59375,0.0296803652968,0.00228310502283,0.5,0
A2WNN1DQVL4LH5,0123456479,0.833333333333,0.664583333333,0.0358851674641,0.0,1.0,0
A1ZPOCG2ST2CY3,0123456479,0.833333333333,0.625,0.0388349514563,0.0,0.0,0
A1WDJIFL2F4QJA,0123456479,0.833333333333,0.525,0.00564971751412,0.00564971751412,0.5,0
A3RB1JA72Z0TUN,0123456479,1.16666666667,0.478787878788,0.0269058295964,0.00224215246637,0,0
A1JC50F14SLAEV,0123456479,1.16666666667,0.553125,0.0167597765363,0.0,0,0
A8WD29DKN8ZC3,0123456479,0.166666666667,0.773148148148,0.0180505415162,0.0,0,0
A1F7YU6O5RU432,1608299953,0.692307692308,0.345977011494,0.018701870187,0.0,0,0
A3INPLAFCMRI3I,1608299953,0.307692307692,0.548381642512,0.037037037037,0.00050735667174,0.980487804878,0
